run,outer_fold,actual_class,predicted_class,count
kernel_k7_13,4,0,1,28
kernel_k7_13,4,0,2,63
kernel_k7_13,4,0,3,53
kernel_k7_13,4,1,0,55
kernel_k7_13,4,1,1,106
kernel_k7_13,4,1,2,26
kernel_k7_13,4,1,3,36
kernel_k7_13,4,2,0,80
kernel_k7_13,4,2,1,8
kernel_k7_13,4,2,2,106
kernel_k7_13,4,2,3,33
kernel_k7_13,4,3,0,76
kernel_k7_13,4,3,1,11
kernel_k7_13,4,3,2,30
kernel_k7_13,4,3,3,107
kernel_k7_13,5,0,0,784
kernel_k7_13,5,0,1,52
kernel_k7_13,5,0,2,45
kernel_k7_13,5,0,3,19
kernel_k7_13,5,1,0,56
kernel_k7_13,5,1,1,125
kernel_k7_13,5,1,2,22
kernel_k7_13,5,1,3,24
kernel_k7_13,5,2,0,71
kernel_k7_13,5,2,1,9
kernel_k7_13,5,2,2,126
kernel_k7_13,5,2,3,17
kernel_k7_13,5,3,0,71
kernel_k7_13,5,3,1,35
kernel_k7_13,5,3,2,26
kernel_k7_13,5,3,3,92
kernel_k7_13,6,0,0,772
kernel_k7_13,6,0,1,56
kernel_k7_13,6,0,2,26
kernel_k7_13,6,0,3,46
kernel_k7_13,6,1,0,77
kernel_k7_13,6,1,1,115
kernel_k7_13,6,1,2,13
kernel_k7_13,6,1,3,23
kernel_k7_13,6,2,0,59
kernel_k7_13,6,2,1,22
kernel_k7_13,6,2,2,111
kernel_k7_13,6,2,3,30
kernel_k7_13,6,3,0,79
kernel_k7_13,6,3,1,29
kernel_k7_13,6,3,2,28
kernel_k7_13,6,3,3,88
kernel_k7_13,7,0,0,834
kernel_k7_13,7,0,1,47
kernel_k7_13,7,0,2,48
kernel_k7_13,7,0,3,61
kernel_k7_13,7,1,0,50
kernel_k7_13,7,1,1,145
kernel_k7_13,7,1,2,25
kernel_k7_13,7,1,3,27
kernel_k7_13,7,2,0,54
kernel_k7_13,7,2,1,12
kernel_k7_13,7,2,2,146
kernel_k7_13,7,2,3,30
kernel_k7_13,7,3,0,71
kernel_k7_13,7,3,1,30
kernel_k7_13,7,3,2,37
kernel_k7_13,7,3,3,109
kernel_k7_13,8,0,0,894
kernel_k7_13,8,0,1,42
kernel_k7_13,8,0,2,37
kernel_k7_13,8,0,3,17
kernel_k7_13,8,1,0,81
kernel_k7_13,8,1,1,143
kernel_k7_13,8,1,2,15
kernel_k7_13,8,1,3,9
kernel_k7_13,8,2,0,83
kernel_k7_13,8,2,1,14
kernel_k7_13,8,2,2,116
kernel_k7_13,8,2,3,29
kernel_k7_13,8,3,0,107
kernel_k7_13,8,3,1,25
kernel_k7_13,8,3,2,35
kernel_k7_13,8,3,3,78
kernel_k7_13,9,0,0,857
kernel_k7_13,9,0,1,36
kernel_k7_13,9,0,2,14
kernel_k7_13,9,0,3,83
kernel_k7_13,9,1,0,77
kernel_k7_13,9,1,1,121
kernel_k7_13,9,1,2,19
kernel_k7_13,9,1,3,29
kernel_k7_13,9,2,0,108
kernel_k7_13,9,2,1,20
kernel_k7_13,9,2,2,79
kernel_k7_13,9,2,3,37
kernel_k7_13,9,3,0,97
kernel_k7_13,9,3,1,25
kernel_k7_13,9,3,2,21
kernel_k7_13,9,3,3,102
kernel_k7_13,10,0,0,729
kernel_k7_13,10,0,1,69
kernel_k7_13,10,0,2,30
kernel_k7_13,10,0,3,72
kernel_k7_13,10,1,0,47
kernel_k7_13,10,1,1,138
kernel_k7_13,10,1,2,16
kernel_k7_13,10,1,3,27
kernel_k7_13,10,2,0,62
kernel_k7_13,10,2,1,34
kernel_k7_13,10,2,2,82
kernel_k7_13,10,2,3,42
kernel_k7_13,10,3,0,84
kernel_k7_13,10,3,1,40
kernel_k7_13,10,3,2,13
kernel_k7_13,10,3,3,87
kernel_k7_9,1,0,0,795
kernel_k7_9,1,0,1,26
kernel_k7_9,1,0,2,26
kernel_k7_9,1,0,3,53
kernel_k7_9,1,1,0,96
kernel_k7_9,1,1,1,87
kernel_k7_9,1,1,2,12
kernel_k7_9,1,1,3,33
kernel_k7_9,1,2,0,99
kernel_k7_9,1,2,1,8
kernel_k7_9,1,2,2,99
kernel_k7_9,1,2,3,16
kernel_k7_9,1,3,0,104
kernel_k7_9,1,3,1,15
kernel_k7_9,1,3,2,23
kernel_k7_9,1,3,3,82
kernel_k7_9,2,0,0,772
kernel_k7_9,2,0,1,27
kernel_k7_9,2,0,2,43
kernel_k7_9,2,0,3,58
kernel_k7_9,2,1,0,66
kernel_k7_9,2,1,1,97
kernel_k7_9,2,1,2,30
kernel_k7_9,2,1,3,35
kernel_k7_9,2,2,0,66
kernel_k7_9,2,2,1,4
kernel_k7_9,2,2,2,114
kernel_k7_9,2,2,3,38
kernel_k7_9,2,3,0,62
kernel_k7_9,2,3,1,14
kernel_k7_9,2,3,2,22
kernel_k7_9,2,3,3,126
kernel_k7_9,3,0,0,795
kernel_k7_9,3,0,1,35
kernel_k7_9,3,0,2,20
kernel_k7_9,3,0,3,50
kernel_k7_9,3,1,0,63
kernel_k7_9,3,1,1,118
kernel_k7_9,3,1,2,10
kernel_k7_9,3,1,3,34
kernel_k7_9,3,2,0,55
kernel_k7_9,3,2,1,18
kernel_k7_9,3,2,2,116
kernel_k7_9,3,2,3,35
kernel_k7_9,3,3,0,64
kernel_k7_9,3,3,1,15
kernel_k7_9,3,3,2,23
kernel_k7_9,3,3,3,123
kernel_k7_9,4,0,0,767
kernel_k7_9,4,0,1,39
kernel_k7_9,4,0,2,47
kernel_k7_9,4,0,3,47
kernel_k7_9,4,1,0,69
kernel_k7_9,4,1,1,111
kernel_k7_9,4,1,2,10
kernel_k7_9,4,1,3,33
kernel_k7_9,4,2,0,72
kernel_k7_9,4,2,1,11
kernel_k7_9,4,2,2,107
kernel_k7_9,4,2,3,37
kernel_k7_9,4,3,0,59
kernel_k7_9,4,3,1,11
kernel_k7_9,4,3,2,29
kernel_k7_9,4,3,3,125
kernel_k7_9,5,0,0,772
kernel_k7_9,5,0,1,38
kernel_k7_9,5,0,2,59
kernel_k7_9,5,0,3,31
kernel_k7_9,5,1,0,59
kernel_k7_9,5,1,1,121
kernel_k7_9,5,1,2,33
kernel_k7_9,5,1,3,14
kernel_k7_9,5,2,0,58
kernel_k7_9,5,2,1,10
kernel_k7_9,5,2,2,136
kernel_k7_9,5,2,3,19
kernel_k7_9,5,3,0,68
kernel_k7_9,5,3,1,32
kernel_k7_9,5,3,2,38
kernel_k7_9,5,3,3,86
kernel_k7_9,6,0,0,783
kernel_k7_9,6,0,1,39
kernel_k7_9,6,0,2,30
kernel_k7_9,6,0,3,48
kernel_k7_9,6,1,0,83
kernel_k7_9,6,1,1,101
kernel_k7_9,6,1,2,20
kernel_k7_9,6,1,3,24
kernel_k7_9,6,2,0,64
kernel_k7_9,6,2,1,15
kernel_k7_9,6,2,2,111
kernel_k7_9,6,2,3,32
kernel_k7_9,6,3,0,65
kernel_k7_9,6,3,1,29
kernel_k7_9,6,3,2,29
kernel_k7_9,6,3,3,101
kernel_k7_9,7,0,0,890
kernel_k7_9,7,0,1,35
kernel_k7_9,7,0,2,36
kernel_k7_9,7,0,3,29
kernel_k7_9,7,1,0,68
kernel_k7_9,7,1,1,129
kernel_k7_9,7,1,2,24
kernel_k7_9,7,1,3,26
kernel_k7_9,7,2,0,56
kernel_k7_9,7,2,1,17
kernel_k7_9,7,2,2,134
kernel_k7_9,7,2,3,35
kernel_k7_9,7,3,0,75
kernel_k7_9,7,3,1,37
kernel_k7_9,7,3,2,28
kernel_k7_9,7,3,3,107
kernel_k7_9,8,0,0,895
kernel_k7_9,8,0,1,26
kernel_k7_9,8,0,2,33
kernel_k7_9,8,0,3,36
kernel_k7_9,8,1,0,91
kernel_k7_9,8,1,1,119
kernel_k7_9,8,1,2,21
kernel_k7_9,8,1,3,17
kernel_k7_9,8,2,0,98
kernel_k7_9,8,2,1,6
kernel_k7_9,8,2,2,109
kernel_k7_9,8,2,3,29
kernel_k7_9,8,3,0,115
kernel_k7_9,8,3,1,16
kernel_k7_9,8,3,2,26
kernel_k7_9,8,3,3,88
kernel_k7_9,9,0,0,849
kernel_k7_9,9,0,1,50
kernel_k7_9,9,0,2,45
kernel_k7_9,9,0,3,46
kernel_k7_9,9,1,0,77
kernel_k7_9,9,1,1,128
kernel_k7_9,9,1,2,29
kernel_k7_9,9,1,3,12
kernel_k7_9,9,2,0,85
kernel_k7_9,9,2,1,27
kernel_k7_9,9,2,2,99
kernel_k7_9,9,2,3,33
kernel_k7_9,9,3,0,115
kernel_k7_9,9,3,1,24
kernel_k7_9,9,3,2,29
kernel_k7_9,9,3,3,77
kernel_k7_9,10,0,0,716
kernel_k7_9,10,0,1,62
kernel_k7_9,10,0,2,32
kernel_k7_9,10,0,3,90
kernel_k7_9,10,1,0,64
kernel_k7_9,10,1,1,108
kernel_k7_9,10,1,2,16
kernel_k7_9,10,1,3,40
kernel_k7_9,10,2,0,68
kernel_k7_9,10,2,1,19
kernel_k7_9,10,2,2,87
kernel_k7_9,10,2,3,46
kernel_k7_9,10,3,0,71
kernel_k7_9,10,3,1,24
kernel_k7_9,10,3,2,21
kernel_k7_9,10,3,3,108
kernel_k7_9_11,1,0,0,820
kernel_k7_9_11,1,0,1,23
kernel_k7_9_11,1,0,2,10
kernel_k7_9_11,1,0,3,47
kernel_k7_9_11,1,1,0,97
kernel_k7_9_11,1,1,1,92
kernel_k7_9_11,1,1,2,4
kernel_k7_9_11,1,1,3,35
kernel_k7_9_11,1,2,0,87
kernel_k7_9_11,1,2,1,15
kernel_k7_9_11,1,2,2,69
kernel_k7_9_11,1,2,3,51
kernel_k7_9_11,1,3,0,104
kernel_k7_9_11,1,3,1,23
kernel_k7_9_11,1,3,2,15
kernel_k7_9_11,1,3,3,82
kernel_k7_9_11,2,0,0,809
kernel_k7_9_11,2,0,1,20
kernel_k7_9_11,2,0,2,20
kernel_k7_9_11,2,0,3,51
kernel_k7_9_11,2,1,0,82
kernel_k7_9_11,2,1,1,89
kernel_k7_9_11,2,1,2,16
kernel_k7_9_11,2,1,3,41
kernel_k7_9_11,2,2,0,77
kernel_k7_9_11,2,2,1,9
kernel_k7_9_11,2,2,2,100
kernel_k7_9_11,2,2,3,36
kernel_k7_9_11,2,3,0,93
kernel_k7_9_11,2,3,1,11
kernel_k7_9_11,2,3,2,19
kernel_k7_9_11,2,3,3,101
kernel_k7_9_11,3,0,0,788
kernel_k7_9_11,3,0,1,22
kernel_k7_9_11,3,0,2,41
kernel_k7_9_11,3,0,3,49
kernel_k7_9_11,3,1,0,64
kernel_k7_9_11,3,1,1,110
kernel_k7_9_11,3,1,2,25
kernel_k7_9_11,3,1,3,26
kernel_k7_9_11,3,2,0,41
kernel_k7_9_11,3,2,1,7
kernel_k7_9_11,3,2,2,140
kernel_k7_9_11,3,2,3,36
kernel_k7_9_11,3,3,0,71
kernel_k7_9_11,3,3,1,7
kernel_k7_9_11,3,3,2,30
kernel_k7_9_11,3,3,3,117
kernel_k7_9_11,4,0,0,732
kernel_k7_9_11,4,0,1,37
kernel_k7_9_11,4,0,2,74
kernel_k7_9_11,4,0,3,57
kernel_k7_9_11,4,1,0,59
kernel_k7_9_11,4,1,1,107
kernel_k7_9_11,4,1,2,24
kernel_k7_9_11,4,1,3,33
kernel_k7_9_11,4,2,0,75
kernel_k7_9_11,4,2,1,6
kernel_k7_9_11,4,2,2,114
kernel_k7_9_11,4,2,3,32
kernel_k7_9_11,4,3,0,57
kernel_k7_9_11,4,3,1,10
kernel_k7_9_11,4,3,2,45
kernel_k7_9_11,4,3,3,112
kernel_k7_9_11,5,0,0,755
kernel_k7_9_11,5,0,1,43
kernel_k7_9_11,5,0,2,62
kernel_k7_9_11,5,0,3,40
kernel_k7_9_11,5,1,0,50
kernel_k7_9_11,5,1,1,119
kernel_k7_9_11,5,1,2,24
kernel_k7_9_11,5,1,3,34
kernel_k7_9_11,5,2,0,63
kernel_k7_9_11,5,2,1,14
kernel_k7_9_11,5,2,2,125
kernel_k7_9_11,5,2,3,21
kernel_k7_9_11,5,3,0,65
kernel_k7_9_11,5,3,1,19
kernel_k7_9_11,5,3,2,27
kernel_k7_9_11,5,3,3,113
kernel_k7_9_11,6,0,0,746
kernel_k7_9_11,6,0,1,53
kernel_k7_9_11,6,0,2,40
kernel_k7_9_11,6,0,3,61
kernel_k7_9_11,6,1,0,77
kernel_k7_9_11,6,1,1,111
kernel_k7_9_11,6,1,2,16
kernel_k7_9_11,6,1,3,24
kernel_k7_9_11,6,2,0,60
kernel_k7_9_11,6,2,1,18
kernel_k7_9_11,6,2,2,111
kernel_k7_9_11,6,2,3,33
kernel_k7_9_11,6,3,0,77
kernel_k7_9_11,6,3,1,33
kernel_k7_9_11,6,3,2,26
kernel_k7_9_11,6,3,3,88
kernel_k7_9_11,7,0,0,842
kernel_k7_9_11,7,0,1,57
kernel_k7_9_11,7,0,2,36
kernel_k7_9_11,7,0,3,55
kernel_k7_9_11,7,1,0,61
kernel_k7_9_11,7,1,1,144
kernel_k7_9_11,7,1,2,15
kernel_k7_9_11,7,1,3,27
kernel_k7_9_11,7,2,0,53
kernel_k7_9_11,7,2,1,28
kernel_k7_9_11,7,2,2,136
kernel_k7_9_11,7,2,3,25
kernel_k7_9_11,7,3,0,54
kernel_k7_9_11,7,3,1,42
kernel_k7_9_11,7,3,2,20
kernel_k7_9_11,7,3,3,131
kernel_k7_9_11,8,0,0,859
kernel_k7_9_11,8,0,1,22
kernel_k7_9_11,8,0,2,43
kernel_k7_9_11,8,0,3,66
kernel_k7_9_11,8,1,0,64
kernel_k7_9_11,8,1,1,124
kernel_k7_9_11,8,1,2,20
kernel_k7_9_11,8,1,3,40
kernel_k7_9_11,8,2,0,67
kernel_k7_9_11,8,2,1,5
kernel_k7_9_11,8,2,2,129
kernel_k7_9_11,8,2,3,41
kernel_k7_9_11,8,3,0,75
kernel_k7_9_11,8,3,1,19
kernel_k7_9_11,8,3,2,29
kernel_k7_9_11,8,3,3,122
kernel_k7_9_11,9,0,0,829
kernel_k7_9_11,9,0,1,46
kernel_k7_9_11,9,0,2,57
kernel_k7_9_11,9,0,3,58
kernel_k7_9_11,9,1,0,68
kernel_k7_9_11,9,1,1,120
kernel_k7_9_11,9,1,2,31
kernel_k7_9_11,9,1,3,27
kernel_k7_9_11,9,2,0,84
kernel_k7_9_11,9,2,1,15
kernel_k7_9_11,9,2,2,116
kernel_k7_9_11,9,2,3,29
kernel_k7_9_11,9,3,0,97
kernel_k7_9_11,9,3,1,21
kernel_k7_9_11,9,3,2,41
kernel_k7_9_11,9,3,3,86
kernel_k7_9_11,10,0,0,724
kernel_k7_9_11,10,0,1,74
kernel_k7_9_11,10,0,2,38
kernel_k7_9_11,10,0,3,64
kernel_k7_9_11,10,1,0,57
kernel_k7_9_11,10,1,1,127
kernel_k7_9_11,10,1,2,19
kernel_k7_9_11,10,1,3,25
kernel_k7_9_11,10,2,0,71
kernel_k7_9_11,10,2,1,33
kernel_k7_9_11,10,2,2,95
kernel_k7_9_11,10,2,3,21
kernel_k7_9_11,10,3,0,88
kernel_k7_9_11,10,3,1,33
kernel_k7_9_11,10,3,2,15
kernel_k7_9_11,10,3,3,88
kernel_k7_9_11_13,1,0,0,784
kernel_k7_9_11_13,1,0,1,41
kernel_k7_9_11_13,1,0,2,23
kernel_k7_9_11_13,1,0,3,52
kernel_k7_9_11_13,1,1,0,86
kernel_k7_9_11_13,1,1,1,106
kernel_k7_9_11_13,1,1,2,13
kernel_k7_9_11_13,1,1,3,23
kernel_k7_9_11_13,1,2,0,85
kernel_k7_9_11_13,1,2,1,15
kernel_k7_9_11_13,1,2,2,92
kernel_k7_9_11_13,1,2,3,30
kernel_k7_9_11_13,1,3,0,75
kernel_k7_9_11_13,1,3,1,23
kernel_k7_9_11_13,1,3,2,25
kernel_k7_9_11_13,1,3,3,101
kernel_k7_9_11_13,2,0,0,801
kernel_k7_9_11_13,2,0,1,8
kernel_k7_9_11_13,2,0,2,37
kernel_k7_9_11_13,2,0,3,54
kernel_k7_9_11_13,2,1,0,69
kernel_k7_9_11_13,2,1,1,93
kernel_k7_9_11_13,2,1,2,32
kernel_k7_9_11_13,2,1,3,34
kernel_k7_9_11_13,2,2,0,71
kernel_k7_9_11_13,2,2,1,5
kernel_k7_9_11_13,2,2,2,113
kernel_k7_9_11_13,2,2,3,33
kernel_k7_9_11_13,2,3,0,82
kernel_k7_9_11_13,2,3,1,9
kernel_k7_9_11_13,2,3,2,26
kernel_k7_9_11_13,2,3,3,107
kernel_k7_9_11_13,3,0,0,796
kernel_k7_9_11_13,3,0,1,23
kernel_k7_9_11_13,3,0,2,36
kernel_k7_9_11_13,3,0,3,45
kernel_k7_9_11_13,3,1,0,71
kernel_k7_9_11_13,3,1,1,103
kernel_k7_9_11_13,3,1,2,15
kernel_k7_9_11_13,3,1,3,36
kernel_k7_9_11_13,3,2,0,44
kernel_k7_9_11_13,3,2,1,9
kernel_k7_9_11_13,3,2,2,139
kernel_k7_9_11_13,3,2,3,32
kernel_k7_9_11_13,3,3,0,74
kernel_k7_9_11_13,3,3,1,12
kernel_k7_9_11_13,3,3,2,33
kernel_k7_9_11_13,3,3,3,106
kernel_k7_9_11_13,4,0,0,724
kernel_k7_9_11_13,4,0,1,53
kernel_k7_9_11_13,4,0,2,51
kernel_k7_9_11_13,4,0,3,72
kernel_k7_9_11_13,4,1,0,45
kernel_k7_9_11_13,4,1,1,128
kernel_k7_9_11_13,4,1,2,12
kernel_k7_9_11_13,4,1,3,38
kernel_k7_9_11_13,4,2,0,69
kernel_k7_9_11_13,4,2,1,8
kernel_k7_9_11_13,4,2,2,102
kernel_k7_9_11_13,4,2,3,48
kernel_k7_9_11_13,4,3,0,57
kernel_k7_9_11_13,4,3,1,16
kernel_k7_9_11_13,4,3,2,13
kernel_k7_9_11_13,4,3,3,138
kernel_k7_9_11_13,5,0,0,797
kernel_k7_9_11_13,5,0,1,42
kernel_k7_9_11_13,5,0,2,34
kernel_k7_9_11_13,5,0,3,27
kernel_k7_9_11_13,5,1,0,64
kernel_k7_9_11_13,5,1,1,118
kernel_k7_9_11_13,5,1,2,21
kernel_k7_9_11_13,5,1,3,24
kernel_k7_9_11_13,5,2,0,68
kernel_k7_9_11_13,5,2,1,14
kernel_k7_9_11_13,5,2,2,118
kernel_k7_9_11_13,5,2,3,23
kernel_k7_9_11_13,5,3,0,73
kernel_k7_9_11_13,5,3,1,27
kernel_k7_9_11_13,5,3,2,18
kernel_k7_9_11_13,5,3,3,106
kernel_k7_9_11_13,6,0,0,775
kernel_k7_9_11_13,6,0,1,38
kernel_k7_9_11_13,6,0,2,17
kernel_k7_9_11_13,6,0,3,70
kernel_k7_9_11_13,6,1,0,65
kernel_k7_9_11_13,6,1,1,114
kernel_k7_9_11_13,6,1,2,15
kernel_k7_9_11_13,6,1,3,34
kernel_k7_9_11_13,6,2,0,55
kernel_k7_9_11_13,6,2,1,14
kernel_k7_9_11_13,6,2,2,101
kernel_k7_9_11_13,6,2,3,52
kernel_k7_9_11_13,6,3,0,70
kernel_k7_9_11_13,6,3,1,18
kernel_k7_9_11_13,6,3,2,20
kernel_k7_9_11_13,6,3,3,116
kernel_k7_9_11_13,7,0,0,867
kernel_k7_9_11_13,7,0,1,54
kernel_k7_9_11_13,7,0,2,22
kernel_k7_9_11_13,7,0,3,47
kernel_k7_9_11_13,7,1,0,63
kernel_k7_9_11_13,7,1,1,139
kernel_k7_9_11_13,7,1,2,22
kernel_k7_9_11_13,7,1,3,23
kernel_k7_9_11_13,7,2,0,70
kernel_k7_9_11_13,7,2,1,22
kernel_k7_9_11_13,7,2,2,125
kernel_k7_9_11_13,7,2,3,25
kernel_k7_9_11_13,7,3,0,69
kernel_k7_9_11_13,7,3,1,40
kernel_k7_9_11_13,7,3,2,30
kernel_k7_9_11_13,7,3,3,108
kernel_k7_9_11_13,8,0,0,860
kernel_k7_9_11_13,8,0,1,43
kernel_k7_9_11_13,8,0,2,45
kernel_k7_9_11_13,8,0,3,42
kernel_k7_9_11_13,8,1,0,70
kernel_k7_9_11_13,8,1,1,136
kernel_k7_9_11_13,8,1,2,23
kernel_k7_9_11_13,8,1,3,19
kernel_k7_9_11_13,8,2,0,75
kernel_k7_9_11_13,8,2,1,15
kernel_k7_9_11_13,8,2,2,133
kernel_k7_9_11_13,8,2,3,19
kernel_k7_9_11_13,8,3,0,87
kernel_k7_9_11_13,8,3,1,32
kernel_k7_9_11_13,8,3,2,33
kernel_k7_9_11_13,8,3,3,93
kernel_k7_9_11_13,9,0,0,832
kernel_k7_9_11_13,9,0,1,45
kernel_k7_9_11_13,9,0,2,42
kernel_k7_9_11_13,9,0,3,71
kernel_k7_9_11_13,9,1,0,65
kernel_k7_9_11_13,9,1,1,136
kernel_k7_9_11_13,9,1,2,24
kernel_k7_9_11_13,9,1,3,21
kernel_k7_9_11_13,9,2,0,88
kernel_k7_9_11_13,9,2,1,15
kernel_k7_9_11_13,9,2,2,102
kernel_k7_9_11_13,9,2,3,39
kernel_k7_9_11_13,9,3,0,100
kernel_k7_9_11_13,9,3,1,22
kernel_k7_9_11_13,9,3,2,31
kernel_k7_9_11_13,9,3,3,92
kernel_k7_9_11_13,10,0,0,744
kernel_k7_9_11_13,10,0,1,34
kernel_k7_9_11_13,10,0,2,31
kernel_k7_9_11_13,10,0,3,91
kernel_k7_9_11_13,10,1,0,62
kernel_k7_9_11_13,10,1,1,102
kernel_k7_9_11_13,10,1,2,14
kernel_k7_9_11_13,10,1,3,50
kernel_k7_9_11_13,10,2,0,65
kernel_k7_9_11_13,10,2,1,13
kernel_k7_9_11_13,10,2,2,95
kernel_k7_9_11_13,10,2,3,47
kernel_k7_9_11_13,10,3,0,66
kernel_k7_9_11_13,10,3,1,17
kernel_k7_9_11_13,10,3,2,13
kernel_k7_9_11_13,10,3,3,128
kernel_k9,1,0,0,763
kernel_k9,1,0,1,19
kernel_k9,1,0,2,21
kernel_k9,1,0,3,97
kernel_k9,1,1,0,78
kernel_k9,1,1,1,88
kernel_k9,1,1,2,15
kernel_k9,1,1,3,47
kernel_k9,1,2,0,85
kernel_k9,1,2,1,6
kernel_k9,1,2,2,85
kernel_k9,1,2,3,46
kernel_k9,1,3,0,79
kernel_k9,1,3,1,14
kernel_k9,1,3,2,17
kernel_k9,1,3,3,114
kernel_k9,2,0,0,711
kernel_k9,2,0,1,19
kernel_k9,2,0,2,67
kernel_k9,2,0,3,103
kernel_k9,2,1,0,49
kernel_k9,2,1,1,96
kernel_k9,2,1,2,26
kernel_k9,2,1,3,57
kernel_k9,2,2,0,54
kernel_k9,2,2,1,7
kernel_k9,2,2,2,116
kernel_k9,2,2,3,45
kernel_k9,2,3,0,60
kernel_k9,2,3,1,10
kernel_k9,2,3,2,32
kernel_k9,2,3,3,122
kernel_k9,3,0,0,782
kernel_k9,3,0,1,27
kernel_k9,3,0,2,19
kernel_k9,3,0,3,72
kernel_k9,3,1,0,63
kernel_k9,3,1,1,112
kernel_k9,3,1,2,7
kernel_k9,3,1,3,43
kernel_k9,3,2,0,58
kernel_k9,3,2,1,10
kernel_k9,3,2,2,103
kernel_k9,3,2,3,53
kernel_k9,3,3,0,76
kernel_k9,3,3,1,9
kernel_k9,3,3,2,16
kernel_k9,3,3,3,124
kernel_k9,4,0,0,736
kernel_k9,4,0,1,40
kernel_k9,4,0,2,59
kernel_k9,4,0,3,65
kernel_k9,4,1,0,60
kernel_k9,4,1,1,108
kernel_k9,4,1,2,17
kernel_k9,4,1,3,38
kernel_k9,4,2,0,84
kernel_k9,4,2,1,19
kernel_k9,4,2,2,88
kernel_k9,4,2,3,36
kernel_k9,4,3,0,60
kernel_k9,4,3,1,17
kernel_k9,4,3,2,31
kernel_k9,4,3,3,116
kernel_k9,5,0,0,801
kernel_k9,5,0,1,25
kernel_k9,5,0,2,41
kernel_k9,5,0,3,33
kernel_k9,5,1,0,59
kernel_k9,5,1,1,114
kernel_k9,5,1,2,22
kernel_k9,5,1,3,32
kernel_k9,5,2,0,72
kernel_k9,5,2,1,7
kernel_k9,5,2,2,120
kernel_k9,5,2,3,24
kernel_k9,5,3,0,67
kernel_k9,5,3,1,14
kernel_k9,5,3,2,30
kernel_k9,5,3,3,113
kernel_k9,6,0,0,712
kernel_k9,6,0,1,53
kernel_k9,6,0,2,43
kernel_k9,6,0,3,92
kernel_k9,6,1,0,64
kernel_k9,6,1,1,114
kernel_k9,6,1,2,21
kernel_k9,6,1,3,29
kernel_k9,6,2,0,53
kernel_k9,6,2,1,12
kernel_k9,6,2,2,115
kernel_k9,6,2,3,42
kernel_k9,6,3,0,59
kernel_k9,6,3,1,25
kernel_k9,6,3,2,28
kernel_k9,6,3,3,112
kernel_k9,7,0,0,807
kernel_k9,7,0,1,59
kernel_k9,7,0,2,49
kernel_k9,7,0,3,75
kernel_k9,7,1,0,48
kernel_k9,7,1,1,147
kernel_k9,7,1,2,13
kernel_k9,7,1,3,39
kernel_k9,7,2,0,48
kernel_k9,7,2,1,24
kernel_k9,7,2,2,134
kernel_k9,7,2,3,36
kernel_k9,7,3,0,65
kernel_k9,7,3,1,30
kernel_k9,7,3,2,17
kernel_k9,7,3,3,135
kernel_k9,8,0,0,852
kernel_k9,8,0,1,35
kernel_k9,8,0,2,38
kernel_k9,8,0,3,65
kernel_k9,8,1,0,70
kernel_k9,8,1,1,123
kernel_k9,8,1,2,21
kernel_k9,8,1,3,34
kernel_k9,8,2,0,84
kernel_k9,8,2,1,12
kernel_k9,8,2,2,113
kernel_k9,8,2,3,33
kernel_k9,8,3,0,87
kernel_k9,8,3,1,26
kernel_k9,8,3,2,24
kernel_k9,8,3,3,108
kernel_k9,9,0,0,832
kernel_k9,9,0,1,41
kernel_k9,9,0,2,47
kernel_k9,9,0,3,70
kernel_k9,9,1,0,68
kernel_k9,9,1,1,127
kernel_k9,9,1,2,27
kernel_k9,9,1,3,24
kernel_k9,9,2,0,79
kernel_k9,9,2,1,24
kernel_k9,9,2,2,102
kernel_k9,9,2,3,39
kernel_k9,9,3,0,94
kernel_k9,9,3,1,27
kernel_k9,9,3,2,32
kernel_k9,9,3,3,92
kernel_k9,10,0,0,770
kernel_k9,10,0,1,42
kernel_k9,10,0,2,29
kernel_k9,10,0,3,59
kernel_k9,10,1,0,71
kernel_k9,10,1,1,108
kernel_k9,10,1,2,19
kernel_k9,10,1,3,30
kernel_k9,10,2,0,77
kernel_k9,10,2,1,16
kernel_k9,10,2,2,100
kernel_k9,10,2,3,27
kernel_k9,10,3,0,94
kernel_k9,10,3,1,22
kernel_k9,10,3,2,18
kernel_k9,10,3,3,90
kernel_k9_11,1,0,0,799
kernel_k9_11,1,0,1,10
kernel_k9_11,1,0,2,29
kernel_k9_11,1,0,3,62
kernel_k9_11,1,1,0,107
kernel_k9_11,1,1,1,64
kernel_k9_11,1,1,2,16
kernel_k9_11,1,1,3,41
kernel_k9_11,1,2,0,101
kernel_k9_11,1,2,1,4
kernel_k9_11,1,2,2,80
kernel_k9_11,1,2,3,37
kernel_k9_11,1,3,0,104
kernel_k9_11,1,3,1,8
kernel_k9_11,1,3,2,26
kernel_k9_11,1,3,3,86
kernel_k9_11,2,0,0,764
kernel_k9_11,2,0,1,41
kernel_k9_11,2,0,2,51
kernel_k9_11,2,0,3,44
kernel_k9_11,2,1,0,68
kernel_k9_11,2,1,1,110
kernel_k9_11,2,1,2,17
kernel_k9_11,2,1,3,33
kernel_k9_11,2,2,0,63
kernel_k9_11,2,2,1,21
kernel_k9_11,2,2,2,103
kernel_k9_11,2,2,3,35
kernel_k9_11,2,3,0,70
kernel_k9_11,2,3,1,32
kernel_k9_11,2,3,2,16
kernel_k9_11,2,3,3,106
kernel_k9_11,3,0,0,838
